Categorie,Sous_categorie,Produit_process,Unite,Type_prestation,Prestation,Emissions_CO2
Revêtements murs et plafonds,Papier-peint,Papier-peint,m²,simple,Dépose matériaux sinistrés,0.03
Revêtements murs et plafonds,Papier-peint,Papier-peint,m²,simple,Fourniture matériaux neufs,0.68
Revêtements murs et plafonds,Papier-peint,Papier-peint,m²,simple,Pose matériaux neufs,0.1
Revêtements murs et plafonds,Papier-peint,Papier-peint,m²,simple,Pose + fourniture,0.78
Revêtements murs et plafonds,Papier-peint,Papier-peint,m²,simple,Dépose + fourniture + pose,0.81
Revêtements murs et plafonds,Papier-peint,Papier à peindre,m²,simple,Dépose matériaux sinistrés,0.03
Revêtements murs et plafonds,Papier-peint,Papier à peindre,m²,simple,Fourniture matériaux neufs,0.68
Revêtements murs et plafonds,Papier-peint,Papier à peindre,m²,simple,Pose matériaux neufs,0.1
Revêtements murs et plafonds,Papier-peint,Papier à peindre,m²,simple,Pose + fourniture,0.78
Revêtements murs et plafonds,Papier-peint,Papier à peindre,m²,simple,Dépose + fourniture + pose,0.81
Revêtements murs et plafonds,Papier-peint,Papier à peindre + 2 couches de peinture,m²,composée,Dépose matériaux sinistrés,0.11
Revêtements murs et plafonds,Papier-peint,Papier à peindre + 2 couches de peinture,m²,composée,Fourniture matériaux neufs,3.06
Revêtements murs et plafonds,Papier-peint,Papier à peindre + 2 couches de peinture,m²,composée,Pose matériaux neufs,0.31
Revêtements murs et plafonds,Papier-peint,Papier à peindre + 2 couches de peinture,m²,composée,Pose + fourniture,3.37
Revêtements murs et plafonds,Papier-peint,Papier à peindre + 2 couches de peinture,m²,composée,Dépose + fourniture + pose,3.49
Revêtements murs et plafonds,Toile de verre,Toile de verre,m²,simple,Dépose matériaux sinistrés,0.04
Revêtements murs et plafonds,Toile de verre,Toile de verre,m²,simple,Fourniture matériaux neufs,0.84
Revêtements murs et plafonds,Toile de verre,Toile de verre,m²,simple,Pose matériaux neufs,0.12
Revêtements murs et plafonds,Toile de verre,Toile de verre,m²,simple,Pose + fourniture,0.96
Revêtements murs et plafonds,Toile de verre,Toile de verre,m²,simple,Dépose + fourniture + pose,1.0
Revêtements murs et plafonds,Toile de verre,Toile de verre + 2 couches de peinture,m²,composée,Dépose matériaux sinistrés,0.12
Revêtements murs et plafonds,Toile de verre,Toile de verre + 2 couches de peinture,m²,composée,Fourniture matériaux neufs,3.22
Revêtements murs et plafonds,Toile de verre,Toile de verre + 2 couches de peinture,m²,composée,Pose matériaux neufs,0.33
Revêtements murs et plafonds,Toile de verre,Toile de verre + 2 couches de peinture,m²,composée,Pose + fourniture,3.56
Revêtements murs et plafonds,Toile de verre,Toile de verre + 2 couches de peinture,m²,composée,Dépose + fourniture + pose,3.68
Revêtements murs et plafonds,Lambris,Lambris bois,m²,simple,Dépose matériaux sinistrés,1.15
Revêtements murs et plafonds,Lambris,Lambris bois,m²,simple,Fourniture matériaux neufs,3.0
Revêtements murs et plafonds,Lambris,Lambris bois,m²,simple,Pose matériaux neufs,0.03
Revêtements murs et plafonds,Lambris,Lambris bois,m²,simple,Pose + fourniture,3.04
Revêtements murs et plafonds,Lambris,Lambris bois,m²,simple,Dépose + fourniture + pose,4.19
Revêtements murs et plafonds,Lambris,Ossature,m²,composée,Dépose matériaux sinistrés,0.29
Revêtements murs et plafonds,Lambris,Ossature,m²,composée,Fourniture matériaux neufs,0.75
Revêtements murs et plafonds,Lambris,Ossature,m²,composée,Pose matériaux neufs,0.01
Revêtements murs et plafonds,Lambris,Ossature,m²,composée,Pose + fourniture,0.76
Revêtements murs et plafonds,Lambris,Ossature,m²,composée,Dépose + fourniture + pose,1.05
Revêtements murs et plafonds,Lambris,Ossature + lambris bois,m²,composée,Dépose matériaux sinistrés,1.44
Revêtements murs et plafonds,Lambris,Ossature + lambris bois,m²,composée,Fourniture matériaux neufs,3.75
Revêtements murs et plafonds,Lambris,Ossature + lambris bois,m²,composée,Pose matériaux neufs,0.04
Revêtements murs et plafonds,Lambris,Ossature + lambris bois,m²,composée,Pose + fourniture,3.8
Revêtements murs et plafonds,Lambris,Ossature + lambris bois,m²,composée,Dépose + fourniture + pose,5.24
Revêtements murs et plafonds,Lambris,Lambris PVC,ml,simple,Dépose matériaux sinistrés,0.0
Revêtements murs et plafonds,Lambris,Lambris PVC,ml,simple,Fourniture matériaux neufs,0.0
Revêtements murs et plafonds,Lambris,Lambris PVC,ml,simple,Pose matériaux neufs,0.0
Revêtements murs et plafonds,Lambris,Lambris PVC,ml,simple,Pose + fourniture,0.0
Revêtements murs et plafonds,Lambris,Lambris PVC,ml,simple,Dépose + fourniture + pose,0.0
Revêtements murs et plafonds,Toile/tissu tendu,Tissu tendu,m²,simple,Dépose matériaux sinistrés,0.33
Revêtements murs et plafonds,Toile/tissu tendu,Tissu tendu,m²,simple,Fourniture matériaux neufs,26.21
Revêtements murs et plafonds,Toile/tissu tendu,Tissu tendu,m²,simple,Pose matériaux neufs,4.82
Revêtements murs et plafonds,Toile/tissu tendu,Tissu tendu,m²,simple,Pose + fourniture,31.03
Revêtements murs et plafonds,Toile/tissu tendu,Tissu tendu,m²,simple,Dépose + fourniture + pose,31.36
Revêtements murs et plafonds,Faïence,Faïence,m²,simple,Dépose matériaux sinistrés,0.24
Revêtements murs et plafonds,Faïence,Faïence,m²,simple,Fourniture matériaux neufs,14.69
Revêtements murs et plafonds,Faïence,Faïence,m²,simple,Pose matériaux neufs,5.17
Revêtements murs et plafonds,Faïence,Faïence,m²,simple,Pose + fourniture,19.86
Revêtements murs et plafonds,Faïence,Faïence,m²,simple,Dépose + fourniture + pose,20.1
Revêtements murs et plafonds,Faïence,Etanchéité sous carrelage/faïence,m²,simple,Dépose matériaux sinistrés,0.42
Revêtements murs et plafonds,Faïence,Etanchéité sous carrelage/faïence,m²,simple,Fourniture matériaux neufs,7.08
Revêtements murs et plafonds,Faïence,Etanchéité sous carrelage/faïence,m²,simple,Pose matériaux neufs,0.61
Revêtements murs et plafonds,Faïence,Etanchéité sous carrelage/faïence,m²,simple,Pose + fourniture,7.69
Revêtements murs et plafonds,Faïence,Etanchéité sous carrelage/faïence,m²,simple,Dépose + fourniture + pose,8.11
Revêtements murs et plafonds,Faux-plafond,Ossature métallique pour dalles,ml,simple,Dépose matériaux sinistrés,0.04
Revêtements murs et plafonds,Faux-plafond,Ossature métallique pour dalles,ml,simple,Fourniture matériaux neufs,1.54
Revêtements murs et plafonds,Faux-plafond,Ossature métallique pour dalles,ml,simple,Pose matériaux neufs,0.11
Revêtements murs et plafonds,Faux-plafond,Ossature métallique pour dalles,ml,simple,Pose + fourniture,1.65
Revêtements murs et plafonds,Faux-plafond,Ossature métallique pour dalles,ml,simple,Dépose + fourniture + pose,1.68
Revêtements murs et plafonds,Faux-plafond,Plafonds en dalles minérales,m²,simple,Dépose matériaux sinistrés,0.19
Revêtements murs et plafonds,Faux-plafond,Plafonds en dalles minérales,m²,simple,Fourniture matériaux neufs,10.65
Revêtements murs et plafonds,Faux-plafond,Plafonds en dalles minérales,m²,simple,Pose matériaux neufs,4.2
Revêtements murs et plafonds,Faux-plafond,Plafonds en dalles minérales,m²,simple,Pose + fourniture,14.85
Revêtements murs et plafonds,Faux-plafond,Plafonds en dalles minérales,m²,simple,Dépose + fourniture + pose,15.04
Revêtements murs et plafonds,Faux-plafond,Ossature + plafonds dalles minérales,m²,composée,Dépose matériaux sinistrés,0.37
Revêtements murs et plafonds,Faux-plafond,Ossature + plafonds dalles minérales,m²,composée,Fourniture matériaux neufs,18.35
Revêtements murs et plafonds,Faux-plafond,Ossature + plafonds dalles minérales,m²,composée,Pose matériaux neufs,4.75
Revêtements murs et plafonds,Faux-plafond,Ossature + plafonds dalles minérales,m²,composée,Pose + fourniture,23.1
Revêtements murs et plafonds,Faux-plafond,Ossature + plafonds dalles minérales,m²,composée,Dépose + fourniture + pose,23.46
Revêtements murs et plafonds,Faux-plafond,Ossature métallique pour plafonds plâtre,ml,simple,Dépose matériaux sinistrés,0.03
Revêtements murs et plafonds,Faux-plafond,Ossature métallique pour plafonds plâtre,ml,simple,Fourniture matériaux neufs,1.12
Revêtements murs et plafonds,Faux-plafond,Ossature métallique pour plafonds plâtre,ml,simple,Pose matériaux neufs,0.15
Revêtements murs et plafonds,Faux-plafond,Ossature métallique pour plafonds plâtre,ml,simple,Pose + fourniture,1.27
Revêtements murs et plafonds,Faux-plafond,Ossature métallique pour plafonds plâtre,ml,simple,Dépose + fourniture + pose,1.3
Revêtements murs et plafonds,Faux-plafond,Plafonds en plaque plâtre (BA 13) hors ossature,m²,simple,Dépose matériaux sinistrés,0.52
Revêtements murs et plafonds,Faux-plafond,Plafonds en plaque plâtre (BA 13) hors ossature,m²,simple,Fourniture matériaux neufs,4.41
Revêtements murs et plafonds,Faux-plafond,Plafonds en plaque plâtre (BA 13) hors ossature,m²,simple,Pose matériaux neufs,1.23
Revêtements murs et plafonds,Faux-plafond,Plafonds en plaque plâtre (BA 13) hors ossature,m²,simple,Pose + fourniture,5.64
Revêtements murs et plafonds,Faux-plafond,Plafonds en plaque plâtre (BA 13) hors ossature,m²,simple,Dépose + fourniture + pose,6.17
Revêtements murs et plafonds,Faux-plafond,Ossature + plafonds plâtre,m²,composée,Dépose matériaux sinistrés,0.7
Revêtements murs et plafonds,Faux-plafond,Ossature + plafonds plâtre,m²,composée,Fourniture matériaux neufs,12.1
Revêtements murs et plafonds,Faux-plafond,Ossature + plafonds plâtre,m²,composée,Pose matériaux neufs,1.78
Revêtements murs et plafonds,Faux-plafond,Ossature + plafonds plâtre,m²,composée,Pose + fourniture,13.89
Revêtements murs et plafonds,Faux-plafond,Ossature + plafonds plâtre,m²,composée,Dépose + fourniture + pose,14.59
Revêtements murs et plafonds,Faux-plafond,Plafonds métalliques,m²,simple,Dépose matériaux sinistrés,0.94
Revêtements murs et plafonds,Faux-plafond,Plafonds métalliques,m²,simple,Fourniture matériaux neufs,24.5
Revêtements murs et plafonds,Faux-plafond,Plafonds métalliques,m²,simple,Pose matériaux neufs,1.73
Revêtements murs et plafonds,Faux-plafond,Plafonds métalliques,m²,simple,Pose + fourniture,26.23
Revêtements murs et plafonds,Faux-plafond,Plafonds métalliques,m²,simple,Dépose + fourniture + pose,27.17
Revêtements murs et plafonds,Faux-plafond,Faux plafonds toile tendue,m²,simple,Dépose matériaux sinistrés,0.33
Revêtements murs et plafonds,Faux-plafond,Faux plafonds toile tendue,m²,simple,Fourniture matériaux neufs,26.21
Revêtements murs et plafonds,Faux-plafond,Faux plafonds toile tendue,m²,simple,Pose matériaux neufs,4.82
Revêtements murs et plafonds,Faux-plafond,Faux plafonds toile tendue,m²,simple,Pose + fourniture,31.03
Revêtements murs et plafonds,Faux-plafond,Faux plafonds toile tendue,m²,simple,Dépose + fourniture + pose,31.36
Cloisons - Doublage - Plafonnage,Cloisons,Cloison alvéolaire,m²,simple,Dépose matériaux sinistrés,0.14
Cloisons - Doublage - Plafonnage,Cloisons,Cloison alvéolaire,m²,simple,Fourniture matériaux neufs,4.22
Cloisons - Doublage - Plafonnage,Cloisons,Cloison alvéolaire,m²,simple,Pose matériaux neufs,1.03
Cloisons - Doublage - Plafonnage,Cloisons,Cloison alvéolaire,m²,simple,Pose + fourniture,5.25
Cloisons - Doublage - Plafonnage,Cloisons,Cloison alvéolaire,m²,simple,Dépose + fourniture + pose,5.38
Cloisons - Doublage - Plafonnage,Cloisons,Cloison plâtre,m²,simple,Dépose matériaux sinistrés,0.43
Cloisons - Doublage - Plafonnage,Cloisons,Cloison plâtre,m²,simple,Fourniture matériaux neufs,6.08
Cloisons - Doublage - Plafonnage,Cloisons,Cloison plâtre,m²,simple,Pose matériaux neufs,1.69
Cloisons - Doublage - Plafonnage,Cloisons,Cloison plâtre,m²,simple,Pose + fourniture,7.77
Cloisons - Doublage - Plafonnage,Cloisons,Cloison plâtre,m²,simple,Dépose + fourniture + pose,8.2
Cloisons - Doublage - Plafonnage,Cloisons,Cloison plâtre + ossature métallique,m²,composée,Dépose matériaux sinistrés,0.57
Cloisons - Doublage - Plafonnage,Cloisons,Cloison plâtre + ossature métallique,m²,composée,Fourniture matériaux neufs,12.24
Cloisons - Doublage - Plafonnage,Cloisons,Cloison plâtre + ossature métallique,m²,composée,Pose matériaux neufs,2.13
Cloisons - Doublage - Plafonnage,Cloisons,Cloison plâtre + ossature métallique,m²,composée,Pose + fourniture,14.37
Cloisons - Doublage - Plafonnage,Cloisons,Cloison plâtre + ossature métallique,m²,composée,Dépose + fourniture + pose,14.94
Cloisons - Doublage - Plafonnage,Cloisons,Ossature métallique,ml,simple,Dépose matériaux sinistrés,0.04
Cloisons - Doublage - Plafonnage,Cloisons,Ossature métallique,ml,simple,Fourniture matériaux neufs,1.54
Cloisons - Doublage - Plafonnage,Cloisons,Ossature métallique,ml,simple,Pose matériaux neufs,0.11
Cloisons - Doublage - Plafonnage,Cloisons,Ossature métallique,ml,simple,Pose + fourniture,1.65
Cloisons - Doublage - Plafonnage,Cloisons,Ossature métallique,ml,simple,Dépose + fourniture + pose,1.68
Cloisons - Doublage - Plafonnage,Cloisons,Plaque de plâte hydrofuge,m²,simple,Dépose matériaux sinistrés,0.25
Cloisons - Doublage - Plafonnage,Cloisons,Plaque de plâte hydrofuge,m²,simple,Fourniture matériaux neufs,2.03
Cloisons - Doublage - Plafonnage,Cloisons,Plaque de plâte hydrofuge,m²,simple,Pose matériaux neufs,0.53
Cloisons - Doublage - Plafonnage,Cloisons,Plaque de plâte hydrofuge,m²,simple,Pose + fourniture,2.56
Cloisons - Doublage - Plafonnage,Cloisons,Plaque de plâte hydrofuge,m²,simple,Dépose + fourniture + pose,2.81
Cloisons - Doublage - Plafonnage,Cloisons,Cloison béton cellulaire,m²,simple,Dépose matériaux sinistrés,1.09
Cloisons - Doublage - Plafonnage,Cloisons,Cloison béton cellulaire,m²,simple,Fourniture matériaux neufs,29.07
Cloisons - Doublage - Plafonnage,Cloisons,Cloison béton cellulaire,m²,simple,Pose matériaux neufs,5.02
Cloisons - Doublage - Plafonnage,Cloisons,Cloison béton cellulaire,m²,simple,Pose + fourniture,34.09
Cloisons - Doublage - Plafonnage,Cloisons,Cloison béton cellulaire,m²,simple,Dépose + fourniture + pose,35.19
Cloisons - Doublage - Plafonnage,Cloisons,Cloison béton cellulaire hydrofuge,m²,simple,Dépose matériaux sinistrés,1.09
Cloisons - Doublage - Plafonnage,Cloisons,Cloison béton cellulaire hydrofuge,m²,simple,Fourniture matériaux neufs,29.07
Cloisons - Doublage - Plafonnage,Cloisons,Cloison béton cellulaire hydrofuge,m²,simple,Pose matériaux neufs,5.02
Cloisons - Doublage - Plafonnage,Cloisons,Cloison béton cellulaire hydrofuge,m²,simple,Pose + fourniture,34.09
Cloisons - Doublage - Plafonnage,Cloisons,Cloison béton cellulaire hydrofuge,m²,simple,Dépose + fourniture + pose,35.19
Cloisons - Doublage - Plafonnage,Cloisons,Bande résiliente,m²,simple,Dépose matériaux sinistrés,0.67
Cloisons - Doublage - Plafonnage,Cloisons,Bande résiliente,m²,simple,Fourniture matériaux neufs,1.77
Cloisons - Doublage - Plafonnage,Cloisons,Bande résiliente,m²,simple,Pose matériaux neufs,0.47
Cloisons - Doublage - Plafonnage,Cloisons,Bande résiliente,m²,simple,Pose + fourniture,2.24
Cloisons - Doublage - Plafonnage,Cloisons,Bande résiliente,m²,simple,Dépose + fourniture + pose,2.91
Cloisons - Doublage - Plafonnage,Cloisons,Cloisons en brique,m²,simple,Dépose matériaux sinistrés,0.29
Cloisons - Doublage - Plafonnage,Cloisons,Cloisons en brique,m²,simple,Fourniture matériaux neufs,2.96
Cloisons - Doublage - Plafonnage,Cloisons,Cloisons en brique,m²,simple,Pose matériaux neufs,4.61
Cloisons - Doublage - Plafonnage,Cloisons,Cloisons en brique,m²,simple,Pose + fourniture,7.58
Cloisons - Doublage - Plafonnage,Cloisons,Cloisons en brique,m²,simple,Dépose + fourniture + pose,7.87
Cloisons - Doublage - Plafonnage,Cloisons,Plaque acoustique,m²,simple,Dépose matériaux sinistrés,0.09
Cloisons - Doublage - Plafonnage,Cloisons,Plaque acoustique,m²,simple,Fourniture matériaux neufs,6.78
Cloisons - Doublage - Plafonnage,Cloisons,Plaque acoustique,m²,simple,Pose matériaux neufs,0.78
Cloisons - Doublage - Plafonnage,Cloisons,Plaque acoustique,m²,simple,Pose + fourniture,7.56
Cloisons - Doublage - Plafonnage,Cloisons,Plaque acoustique,m²,simple,Dépose + fourniture + pose,7.64
Cloisons - Doublage - Plafonnage,Cloisons,Cloisons amovibles,m²,simple,Dépose matériaux sinistrés,5.69
Cloisons - Doublage - Plafonnage,Cloisons,Cloisons amovibles,m²,simple,Fourniture matériaux neufs,84.83
Cloisons - Doublage - Plafonnage,Cloisons,Cloisons amovibles,m²,simple,Pose matériaux neufs,4.9
Cloisons - Doublage - Plafonnage,Cloisons,Cloisons amovibles,m²,simple,Pose + fourniture,89.73
Cloisons - Doublage - Plafonnage,Cloisons,Cloisons amovibles,m²,simple,Dépose + fourniture + pose,95.42
Cloisons - Doublage - Plafonnage,Cloisons,Bande caliquot,m²,simple,Dépose matériaux sinistrés,0.11
Cloisons - Doublage - Plafonnage,Cloisons,Bande caliquot,m²,simple,Fourniture matériaux neufs,0.5
Cloisons - Doublage - Plafonnage,Cloisons,Bande caliquot,m²,simple,Pose matériaux neufs,0.06
Cloisons - Doublage - Plafonnage,Cloisons,Bande caliquot,m²,simple,Pose + fourniture,0.55
